Date/Time,Totalizer (Liters),Consumption (Liters),Building,Source File,Hour,DayOfWeek,anomaly
2025-05-22 22:45:00,269426.844,139.25,ATTF,Packet-2025-06-09-23-33.csv,22,3,-1
2025-05-23 07:45:00,110016.781,334.93700000000536,BTTD,Packet-2025-06-09-23-33.csv,7,4,-1
2025-05-23 08:15:00,110136.062,119.28100000000268,BTTD,Packet-2025-06-09-23-33.csv,8,4,-1
2025-05-23 08:45:00,269767.188,130.15700000000652,ATTF,Packet-2025-06-09-23-33.csv,8,4,-1
2025-05-23 08:45:00,110396.344,260.281999999992,BTTD,Packet-2025-06-09-23-33.csv,8,4,-1
2025-05-23 08:46:00,142620.469,298.3440000000119,ATTD,Packet-2025-06-09-23-33.csv,8,4,-1
2025-05-23 09:15:00,110601.719,205.375,BTTD,Packet-2025-06-09-23-33.csv,9,4,-1
2025-05-23 09:45:00,110763.516,161.79700000000594,BTTD,Packet-2025-06-09-23-33.csv,9,4,-1
2025-05-23 09:45:00,270056.406,207.5620000000345,ATTF,Packet-2025-06-09-23-33.csv,9,4,-1
2025-05-23 11:16:00,142949.203,328.73399999999674,ATTD,Packet-2025-06-09-23-33.csv,11,4,-1
2025-05-23 13:15:00,111192.859,429.3429999999935,BTTD,Packet-2025-06-09-23-33.csv,13,4,-1
2025-05-23 13:15:00,270879.813,823.4070000000065,ATTF,Packet-2025-06-09-23-33.csv,13,4,-1
2025-05-23 13:45:00,271071.969,192.15599999995905,ATTF,Packet-2025-06-09-23-33.csv,13,4,-1
2025-05-23 16:16:00,143390.641,198.59400000001187,ATTD,Packet-2025-06-09-23-33.csv,16,4,-1
2025-05-23 16:45:00,111534.5,237.5779999999941,BTTD,Packet-2025-06-09-23-33.csv,16,4,-1
2025-05-23 16:45:00,271738.188,544.719000000041,ATTF,Packet-2025-06-09-23-33.csv,16,4,-1
2025-05-23 17:45:00,271977.938,239.75,ATTF,Packet-2025-06-09-23-33.csv,17,4,-1
2025-05-23 17:45:00,111657.602,123.10199999999897,BTTD,Packet-2025-06-09-23-33.csv,17,4,-1
2025-05-23 18:30:00,18377.715,101.03099999999904,A2MFF,Packet-2025-06-09-23-33.csv,18,4,-1
2025-05-23 21:45:00,272076.75,70.06199999997625,ATTF,Packet-2025-06-09-23-33.csv,21,4,-1
2025-05-23 21:45:00,111760.234,73.2960000000021,BTTD,Packet-2025-06-09-23-33.csv,21,4,-1
2025-05-24 09:15:00,272526.969,299.375,ATTF,Packet-2025-06-09-23-33.csv,9,5,-1
2025-05-24 09:15:00,112341.422,545.0630000000092,BTTD,Packet-2025-06-09-23-33.csv,9,5,-1
2025-05-24 09:45:00,112471.063,129.6409999999887,BTTD,Packet-2025-06-09-23-33.csv,9,5,-1
2025-05-24 09:45:00,272665.875,138.90600000001723,ATTF,Packet-2025-06-09-23-33.csv,9,5,-1
2025-05-24 10:34:00,56345.332,128.51600000000326,AGFF,Packet-2025-06-09-23-33.csv,10,5,-1
2025-05-24 10:46:00,143976.562,362.7960000000021,ATTD,Packet-2025-06-09-23-33.csv,10,5,-1
2025-05-24 12:15:00,273034.875,369.0,ATTF,Packet-2025-06-09-23-33.csv,12,5,-1
2025-05-24 12:15:00,112675.102,204.0390000000043,BTTD,Packet-2025-06-09-23-33.csv,12,5,-1
2025-05-24 14:15:00,273428.375,365.8439999999828,ATTF,Packet-2025-06-09-23-33.csv,14,5,-1
2025-05-24 18:16:00,144429.797,150.25,ATTD,Packet-2025-06-09-23-33.csv,18,5,-1
2025-05-24 19:15:00,273666.625,191.03100000001723,ATTF,Packet-2025-06-09-23-33.csv,19,5,-1
2025-05-24 19:15:00,112933.984,123.60899999999674,BTTD,Packet-2025-06-09-23-33.csv,19,5,-1
2025-05-25 10:46:00,144789.531,316.68699999997625,ATTD,Packet-2025-06-09-23-33.csv,10,6,-1
2025-05-25 12:15:00,274302.0,470.4689999999828,ATTF,Packet-2025-06-09-23-33.csv,12,6,-1
2025-05-25 12:15:00,113650.758,683.6100000000006,BTTD,Packet-2025-06-09-23-33.csv,12,6,-1
2025-05-25 15:46:00,144955.859,84.43700000000536,ATTD,Packet-2025-06-09-23-33.csv,15,6,-1
2025-05-25 21:15:00,274545.281,56.90600000001723,ATTF,Packet-2025-06-09-23-33.csv,21,6,-1
2025-05-25 23:45:00,274578.031,32.75,ATTF,Packet-2025-06-09-23-33.csv,23,6,-1
2025-05-26 07:45:00,114093.523,204.39800000000105,BTTD,Packet-2025-06-09-23-33.csv,7,0,-1
2025-05-26 07:45:00,274788.219,140.18799999996554,ATTF,Packet-2025-06-09-23-33.csv,7,0,-1
2025-05-26 07:46:00,145258.016,162.25,ATTD,Packet-2025-06-09-23-33.csv,7,0,-1
2025-05-26 08:45:00,114586.437,492.9140000000043,BTTD,Packet-2025-06-09-23-33.csv,8,0,-1
2025-05-26 09:45:00,115328.5,742.0629999999946,BTTD,Packet-2025-06-09-23-33.csv,9,0,-1
2025-05-26 09:45:00,275029.813,210.9690000000409,ATTF,Packet-2025-06-09-23-33.csv,9,0,-1
2025-05-26 09:46:00,145771.531,428.375,ATTD,Packet-2025-06-09-23-33.csv,9,0,-1
2025-05-26 11:45:00,275437.344,407.530999999959,ATTF,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-26 11:45:00,115547.945,219.44500000000696,BTTD,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-26 12:45:00,275666.406,126.90600000001724,ATTF,Packet-2025-06-09-23-33.csv,12,0,-1
2025-05-26 12:46:00,146156.422,384.89100000000326,ATTD,Packet-2025-06-09-23-33.csv,12,0,-1
2025-05-26 13:15:00,275870.344,203.9379999999656,ATTF,Packet-2025-06-09-23-33.csv,13,0,-1
2025-05-26 14:15:00,276154.906,284.56200000003446,ATTF,Packet-2025-06-09-23-33.csv,14,0,-1
2025-05-26 14:15:00,115997.625,219.2660000000033,BTTD,Packet-2025-06-09-23-33.csv,14,0,-1
2025-05-26 16:15:00,276384.188,229.2820000000065,ATTF,Packet-2025-06-09-23-33.csv,16,0,-1
2025-05-26 16:15:00,116434.227,436.60199999999895,BTTD,Packet-2025-06-09-23-33.csv,16,0,-1
